Year,NOC,Sport,Bronze,Silver,Gold,Total Medals,Participants,Male Participants,Female Participants,Weighted Total
2004,FIJ,Aquatics,0,0,0,0,1,1,0,0
2004,FIJ,Archery,0,0,0,0,1,1,0,0
2004,FIJ,Athletics,0,0,0,0,2,1,1,0
2004,FIJ,Judo,0,0,0,0,2,0,2,0
2004,FIJ,Shooting,0,0,0,0,1,1,0,0
2004,FIJ,Weightlifting,0,0,0,0,1,0,1,0
2004,FIN,Aquatics,0,2,0,2,9,7,2,6
2004,FIN,Archery,0,0,0,0,1,0,1,0
2004,FIN,Athletics,0,0,0,0,23,14,9,0
2004,FIN,Badminton,0,0,0,0,3,2,1,0
2004,FIN,Canoeing,0,0,0,0,2,1,1,0
2004,FIN,Judo,0,0,0,0,1,1,0,0
2004,FIN,Sailing,0,0,1,1,4,3,1,6
2004,FIN,Shooting,0,4,0,4,6,4,2,12
2004,FIN,Taekwondo,0,0,0,0,1,1,0,0
2004,FIN,Tennis,0,0,0,0,1,1,0,0
2004,FIN,Wrestling,1,1,0,2,2,2,0,5
2004,FRA,Aquatics,11,7,3,21,24,12,12,61
2004,FRA,Archery,0,0,0,0,6,3,3,0
2004,FRA,Athletics,5,0,0,5,55,33,22,10
2004,FRA,Badminton,0,0,0,0,3,1,2,0
2004,FRA,Boxing,1,1,0,2,6,6,0,5
2004,FRA,Canoeing,1,0,3,4,13,9,4,20
2004,FRA,Cycling,6,6,9,21,21,17,4,84
2004,FRA,Equestrian,2,0,5,7,11,8,3,34
2004,FRA,Fencing,10,10,16,36,19,11,8,146
2004,FRA,Gymnastics,0,0,2,2,13,7,6,12
2004,FRA,Handball,1,0,0,1,30,15,15,2
2004,FRA,Judo,1,3,0,4,13,7,6,11
2004,FRA,Modern Pentathlon,0,0,0,0,4,2,2,0
2004,FRA,Rowing,1,2,2,5,21,17,4,20
2004,FRA,Sailing,2,0,1,3,18,11,7,10
2004,FRA,Shooting,0,0,2,2,8,4,4,12
2004,FRA,Table Tennis,1,0,0,1,1,1,0,2
2004,FRA,Taekwondo,2,1,0,3,4,2,2,7
2004,FRA,Tennis,0,2,0,2,9,5,4,6
2004,FRA,Triathlon,0,0,0,0,4,3,1,0
2004,FRA,Volleyball,0,0,0,0,14,14,0,0
2004,FRA,Weightlifting,0,0,0,0,5,4,1,0
2004,FRA,Wrestling,2,0,0,2,6,3,3,4
2004,FSM,Aquatics,0,0,0,0,2,1,1,0
2004,FSM,Athletics,0,0,0,0,2,1,1,0
2004,FSM,Weightlifting,0,0,0,0,1,1,0,0
2004,GAB,Athletics,0,0,0,0,2,1,1,0
2004,GAB,Boxing,0,0,0,0,2,2,0,0
2004,GAB,Judo,0,0,0,0,1,0,1,0
2004,GAM,Athletics,0,0,0,0,2,1,1,0
2004,GBR,Aquatics,4,2,0,6,40,24,16,14
2004,GBR,Archery,2,0,0,2,4,1,3,4
2004,GBR,Athletics,5,5,8,18,54,30,24,73
2004,GBR,Badminton,0,4,0,4,11,4,7,12
2004,GBR,Boxing,0,1,0,1,1,1,0,3
2004,GBR,Canoeing,4,1,0,5,9,7,2,11
2004,GBR,Cycling,9,14,6,29,22,17,5,96
2004,GBR,Equestrian,2,11,2,15,11,6,5,49
2004,GBR,Fencing,0,0,0,0,2,1,1,0
2004,GBR,Field hockey,0,0,4,4,16,16,0,24
2004,GBR,Gymnastics,0,0,0,0,9,1,8,0
2004,GBR,Judo,1,1,0,2,8,2,6,5
2004,GBR,Modern Pentathlon,2,0,0,2,2,0,2,4
2004,GBR,Rowing,4,7,10,21,37,27,10,89
2004,GBR,Sailing,3,4,7,14,18,11,7,60
2004,GBR,Shooting,0,1,1,2,6,5,1,9
2004,GBR,Taekwondo,0,0,0,0,4,2,2,0
2004,GBR,Tennis,0,1,0,1,1,1,0,3
2004,GBR,Triathlon,0,0,0,0,6,3,3,0
2004,GBR,Weightlifting,0,0,0,0,2,1,1,0
2004,GBR,Wrestling,0,0,0,0,1,1,0,0
2004,GBS,Athletics,0,0,0,0,2,1,1,0
2004,GBS,Wrestling,0,0,0,0,1,0,1,0
2004,GEO,Aquatics,0,0,0,0,1,1,0,0
2004,GEO,Archery,0,0,0,0,2,0,2,0
2004,GEO,Athletics,0,0,0,0,3,1,2,0
2004,GEO,Boxing,0,0,0,0,2,2,0,0
2004,GEO,Gymnastics,0,0,0,0,2,1,1,0
2004,GEO,Judo,0,1,1,2,7,7,0,9
2004,GEO,Shooting,0,2,2,4,1,0,1,18
2004,GEO,Weightlifting,1,0,1,2,2,2,0,8
2004,GEO,Wrestling,4,1,0,5,12,12,0,11
2004,GEQ,Athletics,0,0,0,0,2,1,1,0
2004,GER,Aquatics,70,32,0,102,58,33,25,236
2004,GER,Archery,2,2,0,4,4,1,3,10
2004,GER,Athletics,3,3,2,8,71,35,36,27
2004,GER,Badminton,0,0,0,0,6,2,4,0
2004,GER,Boxing,3,0,0,3,4,4,0,6
2004,GER,Canoeing,6,21,34,61,26,20,6,279
2004,GER,Cycling,15,7,23,45,22,16,6,189
2004,GER,Equestrian,9,2,18,29,13,9,4,132
2004,GER,Fencing,3,5,0,8,12,7,5,21
2004,GER,Field hockey,16,2,16,34,32,16,16,134
2004,GER,Football,24,0,0,24,17,0,17,48
2004,GER,Gymnastics,1,0,1,2,11,7,4,8
2004,GER,Handball,0,15,0,15,15,15,0,45
2004,GER,Judo,3,0,1,4,12,5,7,12
2004,GER,Modern Pentathlon,0,0,0,0,3,2,1,0
2004,GER,Rowing,5,6,16,27,48,28,20,124
2004,GER,Sailing,1,1,0,2,17,10,7,5
2004,GER,Shooting,2,4,6,12,20,14,6,52
2004,GER,Table Tennis,2,2,0,4,8,5,3,10
2004,GER,Tennis,0,3,0,3,4,4,0,9
2004,GER,Triathlon,0,0,0,0,5,3,2,0
2004,GER,Volleyball,0,0,0,0,20,4,16,0
2004,GER,Weightlifting,1,3,1,5,4,4,0,17
2004,GER,Wrestling,0,0,0,0,9,6,3,0
2004,GHA,Athletics,0,0,0,0,10,7,3,0
2004,GHA,Football,0,0,0,0,16,16,0,0
2004,GRE,Aquatics,0,13,2,15,71,33,38,51
2004,GRE,Archery,0,0,0,0,6,3,3,0
2004,GRE,Athletics,1,4,3,8,56,19,37,32
2004,GRE,Badminton,0,0,0,0,2,2,0,0
2004,GRE,Baseball and Softball,0,0,0,0,37,23,14,0
2004,GRE,Basketball,0,0,0,0,24,12,12,0
2004,GRE,Boxing,0,0,0,0,6,6,0,0
2004,GRE,Canoeing,0,0,0,0,6,4,2,0
2004,GRE,Cycling,0,0,0,0,5,4,1,0
2004,GRE,Equestrian,0,0,0,0,7,1,6,0
2004,GRE,Fencing,0,0,0,0,9,5,4,0
2004,GRE,Football,0,0,0,0,34,16,18,0
2004,GRE,Gymnastics,0,2,1,3,13,3,10,12
2004,GRE,Handball,0,0,0,0,30,15,15,0
2004,GRE,Judo,1,0,1,2,14,7,7,8
2004,GRE,Modern Pentathlon,0,0,0,0,2,1,1,0
2004,GRE,Rowing,2,0,0,2,4,2,2,4
2004,GRE,Sailing,0,1,3,4,18,11,7,21
2004,GRE,Shooting,0,0,0,0,11,7,4,0
2004,GRE,Table Tennis,0,0,0,0,4,2,2,0
2004,GRE,Taekwondo,0,2,1,3,4,2,2,12
2004,GRE,Tennis,0,0,0,0,4,2,2,0
2004,GRE,Triathlon,0,0,0,0,1,1,0,0
2004,GRE,Volleyball,0,0,0,0,30,14,16,0
2004,GRE,Weightlifting,1,3,6,10,10,6,4,47
2004,GRE,Wrestling,2,0,0,2,18,14,4,4
2004,GRN,Aquatics,0,0,0,0,2,1,1,0
2004,GRN,Athletics,0,0,0,0,3,2,1,0
2004,GUA,Aquatics,0,0,0,0,4,2,2,0
2004,GUA,Athletics,0,0,0,0,5,4,1,0
2004,GUA,Badminton,0,0,0,0,1,1,0,0
2004,GUA,Cycling,0,0,0,0,2,1,1,0
2004,GUA,Modern Pentathlon,0,0,0,0,1,0,1,0
2004,GUA,Shooting,0,0,0,0,1,1,0,0
2004,GUA,Taekwondo,0,0,0,0,3,1,2,0
2004,GUA,Weightlifting,0,0,0,0,1,1,0,0
2004,GUI,Aquatics,0,0,0,0,1,1,0,0
2004,GUI,Athletics,0,0,0,0,1,1,0,0
2004,GUI,Judo,0,0,0,0,1,0,1,0
2004,GUM,Aquatics,0,0,0,0,1,1,0,0
2004,GUM,Athletics,0,0,0,0,2,1,1,0
2004,GUM,Wrestling,0,0,0,0,1,1,0,0
2004,GUY,Aquatics,0,0,0,0,1,1,0,0
2004,GUY,Athletics,0,0,0,0,2,0,2,0
2004,GUY,Weightlifting,0,0,0,0,1,1,0,0
2004,HAI,Athletics,0,0,0,0,4,3,1,0
2004,HAI,Boxing,0,0,0,0,1,1,0,0
2004,HAI,Judo,0,0,0,0,2,2,0,0
2004,HAI,Taekwondo,0,0,0,0,1,1,0,0
2004,HKG,Aquatics,0,0,0,0,7,1,6,0
2004,HKG,Athletics,0,0,0,0,1,1,0,0
2004,HKG,Badminton,0,0,0,0,5,1,4,0
2004,HKG,Cycling,0,0,0,0,1,1,0,0
2004,HKG,Fencing,0,0,0,0,3,1,2,0
2004,HKG,Rowing,0,0,0,0,3,3,0,0
2004,HKG,Sailing,0,0,1,1,2,1,1,6
2004,HKG,Shooting,0,0,0,0,1,0,1,0
2004,HKG,Table Tennis,0,2,0,2,8,4,4,6
2004,HKG,Triathlon,0,0,0,0,1,1,0,0
2004,HON,Aquatics,0,0,0,0,2,1,1,0
2004,HON,Athletics,0,0,0,0,1,1,0,0
2004,HON,Judo,0,0,0,0,1,1,0,0
2004,HON,Table Tennis,0,0,0,0,1,0,1,0
2004,HUN,Aquatics,5,1,25,31,53,29,24,163
2004,HUN,Athletics,0,1,0,1,35,20,15,3
2004,HUN,Boxing,0,0,0,0,5,5,0,0
2004,HUN,Canoeing,5,12,24,41,16,11,5,190
2004,HUN,Cycling,0,0,0,0,2,2,0,0
2004,HUN,Fencing,2,9,4,15,15,8,7,55
2004,HUN,Gymnastics,0,0,0,0,2,1,1,0
2004,HUN,Handball,0,5,0,5,30,15,15,15
2004,HUN,Judo,0,0,1,1,2,2,0,6
2004,HUN,Modern Pentathlon,0,1,1,2,4,2,2,9
2004,HUN,Rowing,0,0,2,2,6,4,2,12
2004,HUN,Sailing,0,0,0,0,7,4,3,0
2004,HUN,Shooting,1,0,1,2,8,3,5,8
2004,HUN,Table Tennis,0,0,0,0,3,0,3,0
2004,HUN,Tennis,0,0,0,0,4,0,4,0
2004,HUN,Triathlon,0,0,0,0,1,0,1,0
2004,HUN,Weightlifting,1,1,0,2,7,4,3,5
2004,HUN,Wrestling,0,0,1,1,9,9,0,6
2004,INA,Aquatics,0,0,0,0,3,3,0,0
2004,INA,Archery,0,0,0,0,2,1,1,0
2004,INA,Athletics,0,0,0,0,2,1,1,0
2004,INA,Badminton,3,1,1,5,14,10,4,15
2004,INA,Boxing,0,0,0,0,1,1,0,0
2004,INA,Canoeing,0,0,0,0,1,0,1,0
2004,INA,Cycling,0,0,0,0,1,0,1,0
2004,INA,Judo,0,0,0,0,1,1,0,0
2004,INA,Rowing,0,0,0,0,1,0,1,0
2004,INA,Sailing,0,0,0,0,1,1,0,0
2004,INA,Shooting,0,0,0,0,1,0,1,0
2004,INA,Taekwondo,0,0,0,0,2,1,1,0
2004,INA,Tennis,0,0,0,0,2,0,2,0
2004,INA,Weightlifting,0,2,0,2,6,3,3,6
2004,IND,Aquatics,0,0,0,0,1,0,1,0
2004,IND,Archery,0,0,0,0,6,3,3,0
2004,IND,Athletics,0,0,0,0,17,4,13,0
2004,IND,Badminton,0,0,0,0,3,2,1,0
2004,IND,Boxing,0,0,0,0,4,4,0,0
2004,IND,Field hockey,0,0,0,0,16,16,0,0
2004,IND,Judo,0,0,0,0,1,1,0,0
2004,IND,Rowing,0,0,0,0,1,1,0,0
2004,IND,Sailing,0,0,0,0,2,2,0,0
2004,IND,Shooting,0,1,0,1,8,5,3,3
2004,IND,Table Tennis,0,0,0,0,2,1,1,0
2004,IND,Tennis,1,0,0,1,2,2,0,2
2004,IND,Weightlifting,1,0,0,1,3,0,3,2
2004,IND,Wrestling,0,0,0,0,7,7,0,0
2004,IRI,Aquatics,0,0,0,0,1,1,0,0
2004,IRI,Athletics,0,0,0,0,2,2,0,0
2004,IRI,Boxing,0,0,0,0,1,1,0,0
2004,IRI,Cycling,0,0,0,0,4,4,0,0
2004,IRI,Judo,0,0,0,0,6,6,0,0
2004,IRI,Shooting,0,0,0,0,1,0,1,0
2004,IRI,Table Tennis,0,0,0,0,1,1,0,0
2004,IRI,Taekwondo,2,0,1,3,2,2,0,10
2004,IRI,Weightlifting,0,0,2,2,6,6,0,12
2004,IRI,Wrestling,1,2,1,4,13,13,0,14
2004,IRL,Aquatics,1,1,0,2,2,1,1,5
2004,IRL,Athletics,0,1,0,1,11,6,5,3
2004,IRL,Boxing,0,0,0,0,1,1,0,0
2004,IRL,Canoeing,0,0,0,0,2,1,1,0
2004,IRL,Cycling,0,0,0,0,4,3,1,0
2004,IRL,Equestrian,0,0,0,0,10,5,5,0
2004,IRL,Rowing,0,0,0,0,6,6,0,0
2004,IRL,Sailing,0,0,0,0,9,8,1,0
2004,IRL,Shooting,0,0,0,0,1,1,0,0
2004,IRQ,Aquatics,0,0,0,0,1,1,0,0
2004,IRQ,Athletics,0,0,0,0,2,1,1,0
2004,IRQ,Boxing,0,0,0,0,1,1,0,0
2004,IRQ,Football,0,0,0,0,16,16,0,0
2004,IRQ,Judo,0,0,0,0,1,1,0,0
2004,IRQ,Taekwondo,0,0,0,0,1,1,0,0
2004,IRQ,Weightlifting,0,0,0,0,1,1,0,0
2004,ISL,Aquatics,0,0,0,0,7,3,4,0
2004,ISL,Athletics,0,0,0,0,2,1,1,0
2004,ISL,Gymnastics,0,0,0,0,1,1,0,0
2004,ISL,Handball,0,0,0,0,15,15,0,0
2004,ISL,Sailing,0,0,0,0,1,1,0,0
2004,ISR,Aquatics,0,0,0,0,4,0,4,0
2004,ISR,Athletics,0,0,0,0,5,3,2,0
2004,ISR,Canoeing,1,0,0,1,3,2,1,2
2004,ISR,Fencing,0,0,0,0,1,0,1,0
2004,ISR,Gymnastics,0,0,0,0,2,1,1,0
2004,ISR,Judo,1,0,0,1,5,4,1,2
2004,ISR,Sailing,1,0,1,2,6,3,3,8
2004,ISR,Shooting,0,0,0,0,2,2,0,0
2004,ISR,Table Tennis,0,0,0,0,1,0,1,0
2004,ISR,Taekwondo,0,0,0,0,1,0,1,0
2004,ISR,Tennis,0,0,0,0,3,2,1,0
2004,ISR,Wrestling,0,0,0,0,3,3,0,0
2004,ISV,Aquatics,0,0,0,0,2,2,0,0
2004,ISV,Athletics,0,0,0,0,2,1,1,0
2004,ISV,Sailing,0,0,0,0,1,1,0,0
2004,ISV,Shooting,0,0,0,0,1,1,0,0
2004,ITA,Aquatics,19,6,17,42,70,36,34,158
2004,ITA,Archery,4,4,2,10,4,3,1,32
2004,ITA,Athletics,2,4,2,8,35,21,14,28
2004,ITA,Baseball and Softball,0,0,0,0,39,24,15,0
2004,ITA,Basketball,0,12,0,12,12,12,0,36
2004,ITA,Boxing,1,0,0,1,6,6,0,2
2004,ITA,Canoeing,5,7,10,22,8,6,2,91
2004,ITA,Cycling,0,0,3,3,13,8,5,18
2004,ITA,Equestrian,0,0,0,0,8,7,1,0
2004,ITA,Fencing,8,11,14,33,12,7,5,133
2004,ITA,Football,17,0,0,17,17,17,0,34
2004,ITA,Gymnastics,2,6,8,16,16,7,9,70
2004,ITA,Judo,3,0,0,3,9,4,5,6
2004,ITA,Modern Pentathlon,0,0,0,0,4,2,2,0
2004,ITA,Rowing,12,3,3,18,31,29,2,51
2004,ITA,Sailing,2,0,1,3,18,11,7,10
2004,ITA,Shooting,3,2,2,7,13,9,4,24
2004,ITA,Table Tennis,0,0,0,0,5,2,3,0
2004,ITA,Taekwondo,0,0,0,0,3,1,2,0
2004,ITA,Tennis,0,0,0,0,6,1,5,0
2004,ITA,Triathlon,0,0,0,0,3,0,3,0
2004,ITA,Volleyball,6,16,0,22,26,12,14,60
2004,ITA,Wrestling,0,0,0,0,6,4,2,0
2004,IVB,Athletics,0,0,0,0,1,1,0,0
2004,JAM,Aquatics,0,0,0,0,4,1,3,0
2004,JAM,Athletics,12,15,7,34,41,21,20,111
2004,JAM,Badminton,0,0,0,0,1,0,1,0
2004,JAM,Shooting,0,0,0,0,1,0,1,0
2004,JOR,Aquatics,0,0,0,0,2,1,1,0
2004,JOR,Athletics,0,0,0,0,2,1,1,0
2004,JOR,Equestrian,0,0,0,0,1,1,0,0
2004,JOR,Table Tennis,0,0,0,0,1,0,1,0
2004,JOR,Taekwondo,0,0,0,0,2,1,1,0
2004,JPN,Aquatics,19,25,6,50,31,10,21,149
2004,JPN,Archery,2,2,0,4,6,3,3,10
2004,JPN,Athletics,0,0,2,2,38,25,13,12
2004,JPN,Badminton,0,0,0,0,11,4,7,0
2004,JPN,Baseball and Softball,38,8,0,46,38,24,14,100
2004,JPN,Basketball,0,0,0,0,12,0,12,0
2004,JPN,Boxing,0,0,0,0,1,1,0,0
2004,JPN,Canoeing,0,0,0,0,5,0,5,0
2004,JPN,Cycling,0,3,0,3,11,7,4,9
2004,JPN,Equestrian,0,0,0,0,4,3,1,0
2004,JPN,Fencing,0,0,0,0,5,2,3,0
2004,JPN,Field hockey,0,0,0,0,16,0,16,0
2004,JPN,Football,0,0,0,0,33,17,16,0
2004,JPN,Gymnastics,4,4,36,44,10,6,4,236
2004,JPN,Judo,1,4,12,17,14,7,7,86
2004,JPN,Rowing,0,0,0,0,4,2,2,0
2004,JPN,Sailing,2,0,0,2,10,6,4,4
2004,JPN,Shooting,0,2,0,2,9,3,6,6
2004,JPN,Table Tennis,0,0,0,0,8,5,3,0
2004,JPN,Taekwondo,1,0,0,1,1,0,1,2
2004,JPN,Tennis,0,0,0,0,4,0,4,0
2004,JPN,Triathlon,0,0,0,0,5,2,3,0
2004,JPN,Volleyball,0,0,0,0,13,0,13,0
2004,JPN,Weightlifting,0,0,0,0,4,3,1,0
2004,JPN,Wrestling,3,2,2,7,13,9,4,24
2004,KAZ,Aquatics,2,1,1,4,36,19,17,13
2004,KAZ,Archery,0,0,0,0,3,1,2,0
2004,KAZ,Athletics,2,0,0,2,21,9,12,4
2004,KAZ,Boxing,1,2,1,4,8,8,0,14
2004,KAZ,Canoeing,0,0,0,0,3,1,2,0
2004,KAZ,Cycling,0,2,0,2,8,8,0,6
2004,KAZ,Gymnastics,0,0,0,0,2,1,1,0
2004,KAZ,Judo,0,0,0,0,8,5,3,0
2004,KAZ,Modern Pentathlon,0,0,0,0,2,0,2,0
2004,KAZ,Shooting,0,0,0,0,4,2,2,0
2004,KAZ,Taekwondo,0,0,0,0,1,1,0,0
2004,KAZ,Triathlon,0,0,0,0,3,2,1,0
2004,KAZ,Weightlifting,0,1,0,1,3,2,1,3
2004,KAZ,Wrestling,1,3,0,4,12,12,0,11
2004,KEN,Aquatics,0,0,0,0,2,1,1,0
2004,KEN,Athletics,4,7,1,12,31,20,11,35
2004,KEN,Rowing,0,0,0,0,1,1,0,0
2004,KEN,Volleyball,0,0,0,0,12,0,12,0
2004,KGZ,Aquatics,0,0,0,0,6,6,0,0
2004,KGZ,Athletics,0,0,0,0,7,1,6,0
2004,KGZ,Boxing,0,0,0,0,2,2,0,0
2004,KGZ,Cycling,0,0,0,0,1,1,0,0
2004,KGZ,Judo,0,0,0,0,1,1,0,0
2004,KGZ,Modern Pentathlon,0,0,0,0,2,1,1,0
2004,KGZ,Shooting,0,0,0,0,1,1,0,0
2004,KGZ,Weightlifting,0,0,0,0,1,1,0,0
2004,KGZ,Wrestling,0,0,0,0,8,8,0,0
2004,KIR,Athletics,0,0,0,0,2,1,1,0
2004,KIR,Weightlifting,0,0,0,0,1,1,0,0
2004,KOR,Aquatics,0,0,0,0,21,8,13,0
2004,KOR,Archery,0,4,14,18,6,3,3,96
2004,KOR,Athletics,0,2,2,4,18,12,6,18
2004,KOR,Badminton,5,7,4,16,15,9,6,55
2004,KOR,Basketball,0,0,0,0,11,0,11,0
2004,KOR,Boxing,2,0,0,2,7,7,0,4
2004,KOR,Cycling,0,0,0,0,5,3,2,0
2004,KOR,Equestrian,0,0,0,0,4,4,0,0
2004,KOR,Fencing,0,0,2,2,12,6,6,12
2004,KOR,Field hockey,0,10,0,10,31,15,16,30
2004,KOR,Football,0,0,0,0,16,16,0,0
2004,KOR,Gymnastics,8,8,0,16,7,6,1,40
2004,KOR,Handball,0,20,2,22,30,15,15,72
2004,KOR,Judo,2,1,2,5,13,7,6,19
2004,KOR,Modern Pentathlon,0,0,0,0,2,2,0,0
2004,KOR,Rowing,0,0,0,0,2,1,1,0
2004,KOR,Sailing,0,0,0,0,4,4,0,0
2004,KOR,Shooting,2,3,0,5,16,7,9,13
2004,KOR,Table Tennis,4,2,2,8,9,4,5,26
2004,KOR,Taekwondo,2,0,2,4,4,2,2,16
2004,KOR,Tennis,0,0,0,0,2,1,1,0
2004,KOR,Volleyball,0,0,0,0,11,0,11,0
2004,KOR,Weightlifting,0,2,0,2,8,4,4,6
2004,KOR,Wrestling,0,3,1,4,9,8,1,15
2004,KSA,Aquatics,0,0,0,0,1,1,0,0
2004,KSA,Athletics,0,1,0,1,7,7,0,3
2004,KSA,Equestrian,0,0,0,0,2,2,0,0
2004,KSA,Shooting,0,0,0,0,1,1,0,0
2004,KSA,Table Tennis,0,0,0,0,1,1,0,0
2004,KSA,Weightlifting,0,0,0,0,4,4,0,0
2004,KUW,Athletics,0,0,0,0,5,4,1,0
2004,KUW,Judo,0,0,0,0,1,1,0,0
2004,KUW,Shooting,1,0,0,1,5,5,0,2
2004,LAO,Aquatics,0,0,0,0,2,1,1,0
2004,LAO,Archery,0,0,0,0,1,1,0,0
2004,LAO,Athletics,0,0,0,0,2,1,1,0
2004,LAT,Aquatics,0,0,0,0,5,4,1,0
2004,LAT,Athletics,0,3,0,3,15,8,7,9
2004,LAT,Canoeing,0,0,0,0,1,1,0,0
2004,LAT,Cycling,0,0,0,0,2,2,0,0
2004,LAT,Gymnastics,0,1,7,8,2,2,0,45
2004,LAT,Judo,1,0,0,1,1,1,0,2
2004,LAT,Modern Pentathlon,0,1,0,1,2,1,1,3
2004,LAT,Sailing,0,0,0,0,1,0,1,0
2004,LAT,Shooting,0,1,1,2,1,1,0,9
2004,LAT,Weightlifting,0,1,0,1,1,1,0,3
2004,LAT,Wrestling,0,0,0,0,1,1,0,0
2004,LBA,Aquatics,0,0,0,0,2,1,1,0
2004,LBA,Athletics,0,0,0,0,2,1,1,0
2004,LBA,Judo,0,0,0,0,1,1,0,0
2004,LBA,Taekwondo,0,0,0,0,1,1,0,0
2004,LBA,Weightlifting,0,0,0,0,2,2,0,0
2004,LBR,Athletics,0,0,0,0,2,1,1,0
2004,LCA,Aquatics,0,0,0,0,1,0,1,0
2004,LCA,Athletics,0,0,0,0,1,1,0,0
2004,LES,Athletics,0,0,0,0,2,1,1,0
2004,LES,Taekwondo,0,0,0,0,1,0,1,0
2004,LIB,Aquatics,0,0,0,0,2,1,1,0
2004,LIB,Athletics,0,0,0,0,2,1,1,0
2004,LIB,Shooting,0,0,0,0,1,1,0,0
2004,LIE,Shooting,0,0,0,0,1,1,0,0
2004,LTU,Aquatics,0,0,0,0,10,10,0,0
2004,LTU,Athletics,0,1,2,3,12,5,7,15
2004,LTU,Basketball,8,0,0,8,12,12,0,16
2004,LTU,Boxing,0,0,0,0,2,2,0,0
2004,LTU,Canoeing,0,0,0,0,3,3,0,0
2004,LTU,Cycling,0,0,0,0,9,5,4,0
2004,LTU,Judo,0,0,0,0,1,1,0,0
2004,LTU,Modern Pentathlon,0,1,0,1,2,2,0,3
2004,LTU,Rowing,0,0,0,0,2,2,0,0
2004,LTU,Sailing,0,0,0,0,1,1,0,0
2004,LTU,Shooting,0,0,1,1,1,0,1,6
2004,LTU,Weightlifting,0,0,0,0,1,1,0,0
2004,LTU,Wrestling,0,0,0,0,3,3,0,0
2004,LUX,Aquatics,0,0,0,0,2,1,1,0
2004,LUX,Archery,0,0,0,0,1,1,0,0
2004,LUX,Athletics,0,0,0,0,1,1,0,0
2004,LUX,Cycling,0,0,0,0,3,3,0,0
2004,LUX,Tennis,0,0,0,0,2,0,2,0
2004,LUX,Triathlon,0,0,0,0,1,0,1,0
2004,MAD,Aquatics,0,0,0,0,2,1,1,0
2004,MAD,Athletics,0,0,0,0,3,1,2,0
2004,MAD,Boxing,0,0,0,0,1,1,0,0
2004,MAD,Judo,0,0,0,0,1,0,1,0
2004,MAD,Tennis,0,0,0,0,1,0,1,0
2004,MAR,Aquatics,0,0,0,0,1,1,0,0
2004,MAR,Athletics,2,4,3,9,22,16,6,34
2004,MAR,Boxing,1,0,0,1,7,7,0,2
2004,MAR,Fencing,0,0,0,0,1,1,0,0
2004,MAR,Football,0,0,0,0,16,16,0,0
2004,MAR,Judo,0,0,0,0,2,2,0,0
2004,MAR,Taekwondo,0,0,0,0,3,1,2,0
2004,MAR,Tennis,0,0,0,0,2,2,0,0
2004,MAR,Weightlifting,0,0,0,0,1,1,0,0
2004,MAS,Aquatics,0,0,0,0,7,4,3,0
2004,MAS,Archery,0,0,0,0,1,0,1,0
2004,MAS,Athletics,0,0,0,0,2,1,1,0
2004,MAS,Badminton,0,0,0,0,9,7,2,0
2004,MAS,Cycling,0,0,0,0,1,1,0,0
2004,MAS,Gymnastics,0,0,0,0,1,1,0,0
2004,MAS,Sailing,0,0,0,0,1,1,0,0
2004,MAS,Shooting,0,0,0,0,2,2,0,0
2004,MAS,Taekwondo,0,0,0,0,1,0,1,0
2004,MAS,Weightlifting,0,0,0,0,1,1,0,0
2004,MAW,Aquatics,0,0,0,0,2,1,1,0
2004,MAW,Athletics,0,0,0,0,2,1,1,0
2004,MDA,Aquatics,0,0,0,0,10,8,2,0
2004,MDA,Athletics,0,0,0,0,12,7,5,0
2004,MDA,Boxing,1,0,0,1,2,2,0,2
2004,MDA,Cycling,0,0,0,0,2,2,0,0
2004,MDA,Judo,0,0,0,0,1,1,0,0
2004,MDA,Shooting,0,1,0,1,1,1,0,3
2004,MDA,Weightlifting,0,0,0,0,3,3,0,0
2004,MDA,Wrestling,0,0,0,0,2,2,0,0
2004,MDV,Aquatics,0,0,0,0,2,1,1,0
2004,MDV,Athletics,0,0,0,0,2,1,1,0
2004,MEX,Aquatics,0,1,0,1,13,7,6,3
2004,MEX,Archery,0,0,0,0,3,3,0,0
2004,MEX,Athletics,1,3,0,4,27,15,12,11
2004,MEX,Boxing,0,0,0,0,5,5,0,0
2004,MEX,Cycling,0,1,0,1,2,0,2,3
2004,MEX,Equestrian,2,0,0,2,4,3,1,4
2004,MEX,Fencing,0,0,0,0,1,1,0,0
2004,MEX,Football,0,0,0,0,32,15,17,0
2004,MEX,Gymnastics,0,0,0,0,2,0,2,0
2004,MEX,Judo,0,0,0,0,3,2,1,0
2004,MEX,Modern Pentathlon,0,0,0,0,2,2,0,0
2004,MEX,Rowing,0,0,0,0,3,0,3,0
2004,MEX,Sailing,0,0,0,0,3,1,2,0
2004,MEX,Shooting,0,0,0,0,1,1,0,0
2004,MEX,Taekwondo,2,1,0,3,3,2,1,7
2004,MEX,Triathlon,0,0,0,0,2,2,0,0
2004,MEX,Volleyball,0,0,0,0,2,0,2,0
2004,MEX,Weightlifting,0,0,0,0,1,0,1,0
2004,MGL,Aquatics,0,0,0,0,1,1,0,0
2004,MGL,Athletics,0,0,0,0,2,1,1,0
2004,MGL,Boxing,0,0,0,0,1,1,0,0
2004,MGL,Judo,1,0,0,1,8,6,2,2
2004,MGL,Shooting,0,0,0,0,1,0,1,0
2004,MGL,Weightlifting,0,0,0,0,1,0,1,0
