,Unnamed: 0,Rank,NOC,Gold,Silver,Bronze,Total,Year,Country Code,Is_Host,Ex-Host,Host Continent,Team Size,Participated Events,Total Events,Total Male Participants,Total Female Participants
1871,1644,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1960,LIE,0,0,1,8.0,6,150.0,5.0,0.0
1872,1688,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1964,LIE,0,0,0,3.0,3,163.0,2.0,0.0
1873,1750,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1968,LIE,0,0,0,3.0,3,172.0,2.0,0.0
1874,1816,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1972,LIE,0,0,1,12.0,11,195.0,6.0,0.0
1875,1879,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1976,LIE,0,0,0,9.0,9,198.0,4.0,2.0
1876,2011,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1984,LIE,0,0,0,8.0,7,221.0,5.0,2.0
1877,2104,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1988,LIE,0,0,0,16.0,15,237.0,9.0,3.0
1878,2203,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1992,LIE,0,0,0,8.0,8,257.0,4.0,3.0
1879,2328,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1996,LIE,0,0,0,2.0,2,271.0,0.0,2.0
1880,2465,0.0,Liechtenstein,0.0,0.0,0.0,0.0,2000,LIE,0,0,0,2.0,2,300.0,1.0,1.0
1881,2598,0.0,Liechtenstein,0.0,0.0,0.0,0.0,2004,LIE,0,0,1,1.0,1,301.0,1.0,0.0
1882,2709,0.0,Liechtenstein,0.0,0.0,0.0,0.0,2008,LIE,0,0,0,2.0,2,302.0,2.0,0.0
1883,2836,0.0,Liechtenstein,0.0,0.0,0.0,0.0,2012,LIE,0,0,0,4.0,4,302.0,1.0,2.0
1884,2952,0.0,Liechtenstein,0.0,0.0,0.0,0.0,2016,LIE,0,0,0,3.0,3,306.0,1.0,2.0
1885,3075,0.0,Liechtenstein,0.0,0.0,0.0,0.0,2020,LIE,0,0,0,9.0,8,339.0,2.0,3.0
1886,3139,0.0,Liechtenstein,0.0,0.0,0.0,0.0,2024,LIE,0,0,1,1.0,1,329.0,1.0,0.0
1887,3345,,Liechtenstein,,,,,2028,LIE,0,0,0,5.0,4,334.0,1.0,1.0
1888,1479,0.0,Lithuania,0.0,0.0,0.0,0.0,1924,LTU,0,0,1,13.0,2,126.0,13.0,0.0
1889,1488,0.0,Lithuania,0.0,0.0,0.0,0.0,1928,LTU,0,0,1,13.0,10,109.0,11.0,1.0
1890,727,34.0,Lithuania,1.0,0.0,1.0,2.0,1992,LTU,0,0,0,54.0,31,257.0,36.0,11.0
1891,828,71.0,Lithuania,0.0,0.0,1.0,1.0,1996,LTU,0,0,0,81.0,49,271.0,45.0,16.0
1892,867,33.0,Lithuania,2.0,0.0,3.0,5.0,2000,LTU,0,0,0,77.0,50,300.0,40.0,21.0
1893,959,45.0,Lithuania,1.0,2.0,0.0,3.0,2004,LTU,0,0,1,70.0,44,301.0,47.0,12.0
1894,1045,57.0,Lithuania,0.0,3.0,2.0,5.0,2008,LTU,0,0,0,78.0,54,302.0,44.0,27.0
1895,1110,35.0,Lithuania,2.0,0.0,3.0,5.0,2012,LTU,0,0,0,72.0,54,302.0,39.0,23.0
1896,1226,65.0,Lithuania,0.0,1.0,3.0,4.0,2016,LTU,0,0,0,80.0,49,306.0,48.0,19.0
1897,1325,77.0,Lithuania,0.0,1.0,0.0,1.0,2020,LTU,0,0,0,59.0,46,339.0,26.0,16.0
1898,1410,70.0,Lithuania,0.0,2.0,2.0,4.0,2024,LTU,0,0,1,63.0,42,329.0,27.0,24.0
1899,3271,,Lithuania,,,,,2028,LTU,0,0,0,61.0,44,334.0,26.0,20.0
1900,23,14.0,Luxembourg,1.0,0.0,0.0,1.0,1900,LUX,0,0,1,1.0,1,97.0,1.0,0.0
1901,1451,0.0,Luxembourg,0.0,0.0,0.0,0.0,1912,LUX,0,0,1,44.0,6,102.0,21.0,0.0
1902,98,19.0,Luxembourg,0.0,1.0,0.0,1.0,1920,LUX,0,0,1,35.0,18,156.0,25.0,0.0
1903,1477,0.0,Luxembourg,0.0,0.0,0.0,0.0,1924,LUX,0,0,1,122.0,35,126.0,46.0,2.0
1904,1490,0.0,Luxembourg,0.0,0.0,0.0,0.0,1928,LUX,0,0,1,107.0,31,109.0,46.0,2.0
1905,1511,0.0,Luxembourg,0.0,0.0,0.0,0.0,1932,LUX,0,0,0,11.0,3,117.0,3.0,0.0
1906,1530,0.0,Luxembourg,0.0,0.0,0.0,0.0,1936,LUX,0,0,1,129.0,37,129.0,48.0,1.0
1907,1544,0.0,Luxembourg,0.0,0.0,0.0,0.0,1948,LUX,0,0,0,115.0,32,136.0,42.0,3.0
1908,284,27.0,Luxembourg,1.0,0.0,0.0,1.0,1952,LUX,0,0,1,101.0,32,149.0,44.0,0.0
1909,1598,0.0,Luxembourg,0.0,0.0,0.0,0.0,1956,LUX,0,0,0,27.0,22,151.0,10.0,1.0
1910,1635,0.0,Luxembourg,0.0,0.0,0.0,0.0,1960,LUX,0,0,1,117.0,48,150.0,47.0,5.0
1911,1673,0.0,Luxembourg,0.0,0.0,0.0,0.0,1964,LUX,0,0,0,27.0,18,163.0,10.0,2.0
1912,1765,0.0,Luxembourg,0.0,0.0,0.0,0.0,1968,LUX,0,0,0,7.0,7,172.0,3.0,2.0
1913,1805,0.0,Luxembourg,0.0,0.0,0.0,0.0,1972,LUX,0,0,1,15.0,8,195.0,10.0,1.0
1914,1877,0.0,Luxembourg,0.0,0.0,0.0,0.0,1976,LUX,0,0,0,9.0,7,198.0,8.0,0.0
1915,1932,0.0,Luxembourg,0.0,0.0,0.0,0.0,1980,LUX,0,0,1,4.0,4,203.0,3.0,0.0
1916,1965,0.0,Luxembourg,0.0,0.0,0.0,0.0,1984,LUX,0,0,0,5.0,4,221.0,4.0,1.0
1917,2089,0.0,Luxembourg,0.0,0.0,0.0,0.0,1988,LUX,0,0,0,11.0,11,237.0,5.0,3.0
1918,2220,0.0,Luxembourg,0.0,0.0,0.0,0.0,1992,LUX,0,0,0,8.0,8,257.0,5.0,1.0
1919,2352,0.0,Luxembourg,0.0,0.0,0.0,0.0,1996,LUX,0,0,0,7.0,7,271.0,2.0,4.0
1920,2404,0.0,Luxembourg,0.0,0.0,0.0,0.0,2000,LUX,0,0,0,9.0,8,300.0,2.0,5.0
1921,2582,0.0,Luxembourg,0.0,0.0,0.0,0.0,2004,LUX,0,0,1,14.0,10,301.0,6.0,4.0
1922,2677,0.0,Luxembourg,0.0,0.0,0.0,0.0,2008,LUX,0,0,0,19.0,17,302.0,9.0,4.0
1923,2805,0.0,Luxembourg,0.0,0.0,0.0,0.0,2012,LUX,0,0,0,11.0,11,302.0,5.0,4.0
1924,2933,0.0,Luxembourg,0.0,0.0,0.0,0.0,2016,LUX,0,0,0,15.0,14,306.0,5.0,5.0
1925,3034,0.0,Luxembourg,0.0,0.0,0.0,0.0,2020,LUX,0,0,0,14.0,11,339.0,8.0,4.0
1926,3107,0.0,Luxembourg,0.0,0.0,0.0,0.0,2024,LUX,0,0,1,13.0,12,329.0,7.0,6.0
1927,3313,,Luxembourg,,,,,2028,LUX,0,0,0,13.0,11,334.0,7.0,5.0
1928,1709,0.0,Madagascar,0.0,0.0,0.0,0.0,1964,MAD,0,0,0,4.0,4,163.0,3.0,0.0
1929,1778,0.0,Madagascar,0.0,0.0,0.0,0.0,1968,MAD,0,0,0,6.0,6,172.0,4.0,0.0
1930,1804,0.0,Madagascar,0.0,0.0,0.0,0.0,1972,MAD,0,0,0,13.0,10,195.0,11.0,0.0
1931,1923,0.0,Madagascar,0.0,0.0,0.0,0.0,1980,MAD,0,0,0,18.0,18,203.0,8.0,3.0
1932,2003,0.0,Madagascar,0.0,0.0,0.0,0.0,1984,MAD,0,0,0,5.0,5,221.0,5.0,0.0
1933,2250,0.0,Madagascar,0.0,0.0,0.0,0.0,1992,MAD,0,0,0,17.0,15,257.0,8.0,5.0
1934,2369,0.0,Madagascar,0.0,0.0,0.0,0.0,1996,MAD,0,0,0,14.0,10,271.0,4.0,7.0
1935,2409,0.0,Madagascar,0.0,0.0,0.0,0.0,2000,MAD,0,0,0,13.0,10,300.0,5.0,6.0
1936,2530,0.0,Madagascar,0.0,0.0,0.0,0.0,2004,MAD,0,0,0,8.0,8,301.0,3.0,5.0
1937,2652,0.0,Madagascar,0.0,0.0,0.0,0.0,2008,MAD,0,0,0,6.0,6,302.0,4.0,2.0
1938,2762,0.0,Madagascar,0.0,0.0,0.0,0.0,2012,MAD,0,0,0,7.0,7,302.0,3.0,4.0
1939,2881,0.0,Madagascar,0.0,0.0,0.0,0.0,2016,MAD,0,0,0,6.0,6,306.0,2.0,4.0
1940,3015,0.0,Madagascar,0.0,0.0,0.0,0.0,2020,MAD,0,0,0,6.0,6,339.0,4.0,2.0
1941,3178,0.0,Madagascar,0.0,0.0,0.0,0.0,2024,MAD,0,0,0,7.0,7,329.0,3.0,4.0
1942,3384,,Madagascar,,,,,2028,MAD,0,0,0,6.0,6,334.0,3.0,3.0
1943,1589,0.0,MAL,0.0,0.0,0.0,0.0,1956,MAL,0,0,0,34.0,13,151.0,31.0,1.0
1944,1631,0.0,MAL,0.0,0.0,0.0,0.0,1960,MAL,0,0,0,11.0,11,150.0,9.0,0.0
1945,374,32.0,Morocco,0.0,1.0,0.0,1.0,1960,MAR,0,0,0,111.0,45,150.0,48.0,0.0
1946,1664,0.0,Morocco,0.0,0.0,0.0,0.0,1964,MAR,0,0,0,21.0,10,163.0,20.0,0.0
1947,1724,0.0,Morocco,0.0,0.0,0.0,0.0,1968,MAR,0,0,1,25.0,14,172.0,25.0,0.0
1948,1792,0.0,Morocco,0.0,0.0,0.0,0.0,1972,MAR,0,0,0,39.0,19,195.0,33.0,2.0
1949,1874,0.0,Morocco,0.0,0.0,0.0,0.0,1976,MAR,0,0,0,9.0,9,198.0,9.0,0.0
1950,610,18.0,Morocco,2.0,0.0,0.0,2.0,1984,MAR,0,0,0,35.0,18,221.0,33.0,1.0
1951,667,28.0,Morocco,1.0,0.0,2.0,3.0,1988,MAR,0,0,0,29.0,25,237.0,24.0,3.0
1952,722,31.0,Morocco,1.0,1.0,1.0,3.0,1992,MAR,0,0,1,45.0,24,257.0,43.0,1.0
1953,824,68.0,Morocco,0.0,0.0,2.0,2.0,1996,MAR,0,0,0,38.0,28,271.0,32.0,2.0
1954,893,58.0,Morocco,0.0,1.0,4.0,5.0,2000,MAR,0,0,0,55.0,28,300.0,46.0,9.0
1955,951,37.0,Morocco,2.0,1.0,0.0,3.0,2004,MAR,0,0,0,57.0,28,301.0,47.0,8.0
1956,1058,68.0,Morocco,0.0,1.0,1.0,2.0,2008,MAR,0,0,0,49.0,35,302.0,36.0,11.0
1957,1158,79.0,Morocco,0.0,0.0,1.0,1.0,2012,MAR,0,0,1,67.0,40,302.0,46.0,17.0
1958,1243,78.0,Morocco,0.0,0.0,1.0,1.0,2016,MAR,0,0,0,52.0,39,306.0,29.0,19.0
1959,1311,63.0,Morocco,1.0,0.0,0.0,1.0,2020,MAR,0,0,0,51.0,37,339.0,32.0,14.0
1960,1401,60.0,Morocco,1.0,0.0,1.0,2.0,2024,MAR,0,0,0,63.0,35,329.0,43.0,18.0
1961,3262,,Morocco,,,,,2028,MAR,0,0,0,57.0,36,334.0,37.0,16.0
1962,1669,0.0,Malaysia,0.0,0.0,0.0,0.0,1964,MAS,0,0,0,81.0,48,163.0,57.0,4.0
1963,1712,0.0,Malaysia,0.0,0.0,0.0,0.0,1968,MAS,0,0,1,35.0,14,172.0,31.0,0.0
1964,1801,0.0,Malaysia,0.0,0.0,0.0,0.0,1972,MAS,0,0,0,57.0,20,195.0,42.0,3.0
1965,1860,0.0,Malaysia,0.0,0.0,0.0,0.0,1976,MAS,0,0,0,25.0,9,198.0,23.0,0.0
1966,1948,0.0,Malaysia,0.0,0.0,0.0,0.0,1984,MAS,0,0,0,27.0,12,221.0,20.0,1.0
1967,2078,0.0,Malaysia,0.0,0.0,0.0,0.0,1988,MAS,0,0,0,17.0,15,237.0,5.0,4.0
1968,749,54.0,Malaysia,0.0,0.0,1.0,1.0,1992,MAS,0,0,1,30.0,11,257.0,26.0,0.0
1969,813,58.0,Malaysia,0.0,1.0,1.0,2.0,1996,MAS,0,0,0,43.0,21,271.0,32.0,3.0
1970,2372,0.0,Malaysia,0.0,0.0,0.0,0.0,2000,MAS,0,0,0,55.0,32,300.0,32.0,8.0
1971,2542,0.0,Malaysia,0.0,0.0,0.0,0.0,2004,MAS,0,0,0,38.0,31,301.0,18.0,8.0
1972,1063,72.0,Malaysia,0.0,1.0,0.0,1.0,2008,MAS,0,0,0,42.0,29,302.0,18.0,14.0
1973,1142,65.0,Malaysia,0.0,1.0,1.0,2.0,2012,MAS,0,0,1,38.0,25,302.0,16.0,13.0
1974,1221,60.0,Malaysia,0.0,4.0,1.0,5.0,2016,MAS,0,0,0,42.0,29,306.0,17.0,15.0
1975,1322,74.0,Malaysia,0.0,1.0,1.0,2.0,2020,MAS,0,0,0,47.0,37,339.0,12.0,18.0
1976,1422,80.0,Malaysia,0.0,0.0,2.0,2.0,2024,MAS,0,0,0,32.0,23,329.0,13.0,13.0
1977,3283,,Malaysia,,,,,2028,MAS,0,0,0,39.0,30,334.0,12.0,15.0
1978,1838,0.0,Malawi,0.0,0.0,0.0,0.0,1972,MAW,0,0,0,18.0,17,195.0,13.0,3.0
1979,1989,0.0,Malawi,0.0,0.0,0.0,0.0,1984,MAW,0,0,0,23.0,16,221.0,15.0,0.0
1980,2098,0.0,Malawi,0.0,0.0,0.0,0.0,1988,MAW,0,0,0,22.0,16,237.0,16.0,0.0
1981,2248,0.0,Malawi,0.0,0.0,0.0,0.0,1992,MAW,0,0,0,4.0,4,257.0,3.0,1.0
1982,2367,0.0,Malawi,0.0,0.0,0.0,0.0,1996,MAW,0,0,0,2.0,2,271.0,2.0,0.0
1983,2448,0.0,Malawi,0.0,0.0,0.0,0.0,2000,MAW,0,0,0,2.0,2,300.0,1.0,1.0
1984,2569,0.0,Malawi,0.0,0.0,0.0,0.0,2004,MAW,0,0,0,4.0,4,301.0,2.0,2.0
1985,2691,0.0,Malawi,0.0,0.0,0.0,0.0,2008,MAW,0,0,0,4.0,4,302.0,2.0,2.0
1986,2852,0.0,Malawi,0.0,0.0,0.0,0.0,2012,MAW,0,0,0,3.0,3,302.0,1.0,2.0
1987,2937,0.0,Malawi,0.0,0.0,0.0,0.0,2016,MAW,0,0,0,5.0,5,306.0,3.0,2.0
1988,3037,0.0,Malawi,0.0,0.0,0.0,0.0,2020,MAW,0,0,0,5.0,5,339.0,2.0,3.0
1989,3092,0.0,Malawi,0.0,0.0,0.0,0.0,2024,MAW,0,0,0,3.0,3,329.0,1.0,2.0
1990,3298,,Malawi,,,,,2028,MAW,0,0,0,4.0,4,334.0,1.0,2.0
1991,814,58.0,Moldova,0.0,1.0,1.0,2.0,1996,MDA,0,0,0,50.0,41,271.0,35.0,5.0
1992,895,61.0,Moldova,0.0,1.0,1.0,2.0,2000,MDA,0,0,0,35.0,34,300.0,29.0,5.0
1993,2555,0.0,Moldova,0.0,0.0,0.0,0.0,2004,MDA,0,0,0,33.0,31,301.0,26.0,7.0
1994,1073,82.0,Moldova,0.0,0.0,1.0,1.0,2008,MDA,0,0,0,30.0,28,302.0,21.0,8.0
1995,2778,0.0,Moldova,0.0,0.0,0.0,0.0,2012,MDA,0,0,1,20.0,19,302.0,12.0,8.0
1996,2876,0.0,Moldova,0.0,0.0,0.0,0.0,2016,MDA,0,0,0,23.0,22,306.0,14.0,9.0
1997,1339,86.0,Moldova,0.0,0.0,1.0,1.0,2020,MDA,0,0,0,26.0,23,339.0,9.0,11.0
1998,1412,72.0,Moldova,0.0,1.0,3.0,4.0,2024,MDA,0,0,0,30.0,27,329.0,14.0,12.0
1999,3273,,Moldova,,,,,2028,MDA,0,0,0,28.0,25,334.0,11.0,11.0
2000,2043,0.0,Maldives,0.0,0.0,0.0,0.0,1988,MDV,0,0,1,9.0,5,237.0,7.0,0.0
2001,2182,0.0,Maldives,0.0,0.0,0.0,0.0,1992,MDV,0,0,0,10.0,8,257.0,6.0,1.0
2002,2293,0.0,Maldives,0.0,0.0,0.0,0.0,1996,MDV,0,0,0,9.0,6,271.0,5.0,1.0
2003,2387,0.0,Maldives,0.0,0.0,0.0,0.0,2000,MDV,0,0,0,4.0,4,300.0,2.0,2.0
2004,2522,0.0,Maldives,0.0,0.0,0.0,0.0,2004,MDV,0,0,0,4.0,4,301.0,2.0,2.0
2005,2716,0.0,Maldives,0.0,0.0,0.0,0.0,2008,MDV,0,0,1,4.0,4,302.0,2.0,2.0
2006,2750,0.0,Maldives,0.0,0.0,0.0,0.0,2012,MDV,0,0,0,5.0,5,302.0,3.0,2.0
2007,2956,0.0,Maldives,0.0,0.0,0.0,0.0,2016,MDV,0,0,0,4.0,4,306.0,2.0,2.0
2008,2977,0.0,Maldives,0.0,0.0,0.0,0.0,2020,MDV,0,0,1,4.0,4,339.0,2.0,2.0
2009,3138,0.0,Maldives,0.0,0.0,0.0,0.0,2024,MDV,0,0,0,5.0,4,329.0,2.0,3.0
2010,3344,,Maldives,,,,,2028,MDV,0,0,0,4.0,4,334.0,2.0,2.0
2011,1438,0.0,Mexico,0.0,0.0,0.0,0.0,1900,MEX,0,0,0,3.0,1,97.0,1.0,0.0
2012,1473,0.0,Mexico,0.0,0.0,0.0,0.0,1924,MEX,0,0,0,28.0,15,126.0,15.0,0.0
2013,1487,0.0,Mexico,0.0,0.0,0.0,0.0,1928,MEX,0,0,0,55.0,18,109.0,30.0,0.0
2014,181,21.0,Mexico,0.0,2.0,0.0,2.0,1932,MEX,0,0,0,100.0,52,117.0,71.0,2.0
2015,217,28.0,Mexico,0.0,0.0,3.0,3.0,1936,MEX,0,0,0,32.0,14,129.0,32.0,0.0
2016,237,17.0,Mexico,2.0,1.0,2.0,5.0,1948,MEX,0,0,1,149.0,57,136.0,81.0,7.0
2017,292,34.0,Mexico,0.0,1.0,0.0,1.0,1952,MEX,0,0,0,85.0,35,149.0,61.0,3.0
2018,323,23.0,Mexico,1.0,0.0,1.0,2.0,1956,MEX,0,0,0,36.0,20,151.0,21.0,3.0
2019,380,41.0,Mexico,0.0,0.0,1.0,1.0,1960,MEX,0,0,0,110.0,55,150.0,66.0,6.0
2020,421,35.0,Mexico,0.0,0.0,1.0,1.0,1964,MEX,0,0,0,128.0,58,163.0,90.0,4.0
2021,438,15.0,Mexico,3.0,3.0,3.0,9.0,1968,MEX,1,1,1,446.0,146,172.0,233.0,42.0
2022,502,33.0,Mexico,0.0,1.0,0.0,1.0,1972,MEX,0,1,0,281.0,112,195.0,152.0,22.0
2023,540,25.0,Mexico,1.0,0.0,1.0,2.0,1976,MEX,0,1,0,137.0,54,198.0,92.0,5.0
2024,585,29.0,Mexico,0.0,1.0,3.0,4.0,1980,MEX,0,1,0,74.0,43,203.0,36.0,9.0
2025,609,17.0,Mexico,2.0,3.0,1.0,6.0,1984,MEX,0,1,0,155.0,87,221.0,77.0,22.0
2026,684,44.0,Mexico,0.0,0.0,2.0,2.0,1988,MEX,0,1,0,144.0,82,237.0,66.0,17.0
2027,741,49.0,Mexico,0.0,1.0,0.0,1.0,1992,MEX,0,1,1,140.0,71,257.0,76.0,26.0
2028,829,71.0,Mexico,0.0,0.0,1.0,1.0,1996,MEX,0,1,0,111.0,57,271.0,71.0,27.0
2029,874,40.0,Mexico,1.0,2.0,3.0,6.0,2000,MEX,0,1,0,98.0,67,300.0,52.0,26.0
2030,973,59.0,Mexico,0.0,3.0,1.0,4.0,2004,MEX,0,1,0,137.0,68,301.0,59.0,50.0
2031,1024,36.0,Mexico,2.0,0.0,2.0,4.0,2008,MEX,0,1,0,103.0,73,302.0,43.0,40.0
2032,1114,39.0,Mexico,1.0,3.0,4.0,8.0,2012,MEX,0,1,1,119.0,75,302.0,62.0,37.0
2033,1222,61.0,Mexico,0.0,3.0,2.0,5.0,2016,MEX,0,1,0,139.0,80,306.0,79.0,44.0
2034,1331,84.0,Mexico,0.0,0.0,4.0,4.0,2020,MEX,0,1,0,196.0,87,339.0,97.0,65.0
2035,1405,65.0,Mexico,0.0,3.0,2.0,5.0,2024,MEX,0,1,0,155.0,83,329.0,45.0,63.0
2036,3266,,Mexico,,,,,2028,MEX,0,1,0,175.0,85,334.0,71.0,64.0
2037,1680,0.0,Mongolia,0.0,0.0,0.0,0.0,1964,MGL,0,0,1,40.0,29,163.0,17.0,4.0
2038,457,34.0,Mongolia,0.0,1.0,3.0,4.0,1968,MGL,0,0,0,38.0,26,172.0,12.0,4.0
2039,503,33.0,Mongolia,0.0,1.0,0.0,1.0,1972,MGL,0,0,0,44.0,39,195.0,37.0,2.0
2040,549,34.0,Mongolia,0.0,1.0,0.0,1.0,1976,MGL,0,0,0,33.0,29,198.0,30.0,2.0
2041,583,27.0,Mongolia,0.0,2.0,2.0,4.0,1980,MGL,0,0,0,57.0,41,203.0,39.0,4.0
2042,688,46.0,Mongolia,0.0,0.0,1.0,1.0,1988,MGL,0,0,1,32.0,28,237.0,24.0,4.0
2043,743,52.0,Mongolia,0.0,0.0,2.0,2.0,1992,MGL,0,0,0,38.0,31,257.0,27.0,6.0
2044,830,71.0,Mongolia,0.0,0.0,1.0,1.0,1996,MGL,0,0,0,18.0,16,271.0,12.0,4.0
2045,2411,0.0,Mongolia,0.0,0.0,0.0,0.0,2000,MGL,0,0,0,23.0,21,300.0,12.0,8.0
2046,986,71.0,Mongolia,0.0,0.0,1.0,1.0,2004,MGL,0,0,0,21.0,21,301.0,13.0,7.0
2047,1021,33.0,Mongolia,2.0,2.0,0.0,4.0,2008,MGL,0,0,1,31.0,29,302.0,14.0,14.0
2048,1133,58.0,Mongolia,0.0,2.0,3.0,5.0,2012,MGL,0,0,0,32.0,32,302.0,16.0,13.0
2049,1229,67.0,Mongolia,0.0,1.0,1.0,2.0,2016,MGL,0,0,0,46.0,41,306.0,26.0,17.0
2050,1318,71.0,Mongolia,0.0,1.0,3.0,4.0,2020,MGL,0,0,1,61.0,43,339.0,18.0,25.0
2051,1417,74.0,Mongolia,0.0,1.0,0.0,1.0,2024,MGL,0,0,0,48.0,37,329.0,14.0,18.0
2052,3278,,Mongolia,,,,,2028,MGL,0,0,0,54.0,40,334.0,16.0,21.0
2053,2694,0.0,Marshall Islands,0.0,0.0,0.0,0.0,2008,MHL,0,0,0,5.0,5,302.0,3.0,2.0
2054,2831,0.0,Marshall Islands,0.0,0.0,0.0,0.0,2012,MHL,0,0,0,4.0,4,302.0,2.0,2.0
2055,2941,0.0,Marshall Islands,0.0,0.0,0.0,0.0,2016,MHL,0,0,0,5.0,5,306.0,2.0,3.0
2056,3067,0.0,Marshall Islands,0.0,0.0,0.0,0.0,2020,MHL,0,0,0,2.0,2,339.0,1.0,1.0
2057,3098,0.0,Marshall Islands,0.0,0.0,0.0,0.0,2024,MHL,0,0,0,4.0,4,329.0,2.0,2.0
2058,3304,,Marshall Islands,,,,,2028,MHL,0,0,0,3.0,3,334.0,1.0,1.0
2059,2334,0.0,Macedonia,0.0,0.0,0.0,0.0,1996,MKD,0,0,0,16.0,16,271.0,8.0,3.0
2060,913,71.0,Macedonia,0.0,0.0,1.0,1.0,2000,MKD,0,0,0,15.0,15,300.0,6.0,4.0
2061,2604,0.0,Macedonia,0.0,0.0,0.0,0.0,2004,MKD,0,0,0,14.0,14,301.0,7.0,3.0
2062,2728,0.0,Macedonia,0.0,0.0,0.0,0.0,2008,MKD,0,0,0,7.0,7,302.0,5.0,2.0
2063,2797,0.0,Macedonia,0.0,0.0,0.0,0.0,2012,MKD,0,0,1,4.0,4,302.0,2.0,2.0
2064,2910,0.0,Macedonia,0.0,0.0,0.0,0.0,2016,MKD,0,0,0,6.0,6,306.0,2.0,4.0
2065,1327,77.0,North Macedonia,0.0,1.0,0.0,1.0,2020,MKD,0,0,0,8.0,8,339.0,5.0,3.0
2066,3196,0.0,Macedonia,0.0,0.0,0.0,0.0,2024,MKD,0,0,0,6.0,6,329.0,4.0,2.0
2067,3402,,Macedonia,,,,,2028,MKD,0,0,0,7.0,7,334.0,4.0,2.0
2068,1690,0.0,Mali,0.0,0.0,0.0,0.0,1964,MLI,0,0,0,2.0,2,163.0,2.0,0.0
2069,1741,0.0,Mali,0.0,0.0,0.0,0.0,1968,MLI,0,0,0,2.0,2,172.0,2.0,0.0
2070,1828,0.0,Mali,0.0,0.0,0.0,0.0,1972,MLI,0,0,0,3.0,3,195.0,3.0,0.0
2071,1940,0.0,Mali,0.0,0.0,0.0,0.0,1980,MLI,0,0,0,7.0,7,203.0,6.0,1.0
2072,2029,0.0,Mali,0.0,0.0,0.0,0.0,1984,MLI,0,0,0,5.0,5,221.0,4.0,0.0
2073,2120,0.0,Mali,0.0,0.0,0.0,0.0,1988,MLI,0,0,0,8.0,8,237.0,5.0,1.0
2074,2222,0.0,Mali,0.0,0.0,0.0,0.0,1992,MLI,0,0,0,6.0,6,257.0,3.0,2.0
2075,2339,0.0,Mali,0.0,0.0,0.0,0.0,1996,MLI,0,0,0,4.0,4,271.0,1.0,2.0
2076,2443,0.0,Mali,0.0,0.0,0.0,0.0,2000,MLI,0,0,0,5.0,5,300.0,3.0,2.0
2077,2496,0.0,Mali,0.0,0.0,0.0,0.0,2004,MLI,0,0,0,21.0,6,301.0,19.0,2.0
2078,2662,0.0,Mali,0.0,0.0,0.0,0.0,2008,MLI,0,0,0,17.0,6,302.0,3.0,14.0
2079,2807,0.0,Mali,0.0,0.0,0.0,0.0,2012,MLI,0,0,0,6.0,6,302.0,4.0,2.0
2080,2940,0.0,Mali,0.0,0.0,0.0,0.0,2016,MLI,0,0,0,6.0,6,306.0,4.0,2.0
2081,3057,0.0,Mali,0.0,0.0,0.0,0.0,2020,MLI,0,0,0,4.0,4,339.0,3.0,1.0
2082,3126,0.0,Mali,0.0,0.0,0.0,0.0,2024,MLI,0,0,0,24.0,6,329.0,22.0,2.0
2083,3332,,Mali,,,,,2028,MLI,0,0,0,14.0,5,334.0,12.0,1.0
2084,1497,0.0,Malta,0.0,0.0,0.0,0.0,1928,MLT,0,0,0,9.0,1,109.0,9.0,0.0
2085,1529,0.0,Malta,0.0,0.0,0.0,0.0,1936,MLT,0,0,0,11.0,2,129.0,11.0,0.0
2086,1553,0.0,Malta,0.0,0.0,0.0,0.0,1948,MLT,0,0,0,1.0,1,136.0,1.0,0.0
2087,1643,0.0,Malta,0.0,0.0,0.0,0.0,1960,MLT,0,0,0,13.0,6,150.0,10.0,0.0
2088,1768,0.0,Malta,0.0,0.0,0.0,0.0,1968,MLT,0,0,0,1.0,1,172.0,1.0,0.0
2089,1824,0.0,Malta,0.0,0.0,0.0,0.0,1972,MLT,0,0,0,5.0,2,195.0,5.0,0.0
2090,1914,0.0,Malta,0.0,0.0,0.0,0.0,1980,MLT,0,0,0,12.0,5,203.0,7.0,1.0
2091,1964,0.0,Malta,0.0,0.0,0.0,0.0,1984,MLT,0,0,0,7.0,6,221.0,5.0,2.0
2092,2064,0.0,Malta,0.0,0.0,0.0,0.0,1988,MLT,0,0,0,6.0,6,237.0,5.0,1.0
2093,2215,0.0,Malta,0.0,0.0,0.0,0.0,1992,MLT,0,0,0,8.0,8,257.0,3.0,3.0
2094,2332,0.0,Malta,0.0,0.0,0.0,0.0,1996,MLT,0,0,0,10.0,10,271.0,4.0,3.0
2095,2403,0.0,Malta,0.0,0.0,0.0,0.0,2000,MLT,0,0,0,7.0,7,300.0,4.0,3.0
